ingredient_id,name,strength
19624,METHYLENE BLUE,25 kg/25kg
19625,DARUNAVIR ETHANOLATE,1 kg/kg
19626,ELUXADOLINE,1 kg/kg
19627,MONOMETHYL FUMARATE,1 kg/kg
19628,SINCALIDE,1 kg/kg
19629,IMIPENEM,1 kg/kg
19630,CILASTATIN SODIUM,1 kg/kg
19631,CLOPROSTENOL SODIUM,10 g/10g
19632,OXIDRONATE DISODIUM,1 g/g
19633,ACYCLOVIR,1 kg/1
19634,HYDROXYZINE DIHYDROCHLORIDE,10 kg/10kg
19635,POMALIDOMIDE,.1 kg/.1kg
19636,SULBACTAM,1 kg/kg
19637,PEMIGATINIB,9 mg/1
19638,NALTREXONE,1 g/g
19639,INCLISIRAN,1 g/g
19640,POTASSIUM NITRATE,1 kg/kg
19641,RIFAXIMIN,550 mg/1
19642,PENICILLIN G BENZATHINE,1 kg/kg
19643,SELAMECTIN,1 kg/kg
19644,DACOMITINIB,45 mg/1
19645,TITANIUM DIOXIDE,18.8 kg/20kg
19646,TITANIUM DIOXIDE,85 kg/100kg
19647,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,50 g/50g
19648,HYALURONATE SODIUM,25 g/25g
19649,VORICONAZOLE,25 g/25g
19650,HYDROXYPROGESTERONE CAPROATE,1 g/g
19651,PYRIMETHAMINE,5000 g/5000g
19652,FLUMETHASONE,25 g/25g
19653,2-METHOXYESTRADIOL,1 g/g
19654,MYCOPHENOLATE MOFETIL,1 g/g
19655,HYDROXYUREA,500 g/500g
19656,PYRIDOSTIGMINE BROMIDE,25 g/25g
19657,TRANILAST,10 g/10g
19658,FLUCYTOSINE,1 g/g
19659,ESTRONE,1000 g/1000g
19660,DIETHYLSTILBESTROL,25 g/25g
19661,OCTINOXATE,6.6 g/100g
19662,OCTISALATE,4.4 g/100g
19663,VANCOMYCIN HYDROCHLORIDE,50 g/50g
19664,AZELAIC ACID,100 g/100g
19665,ESCITALOPRAM OXALATE,10 g/10g
19666,DIAZOXIDE,25 g/25g
19667,ISOFLUPREDONE,100 g/100g
19668,RACEPINEPHRINE HYDROCHLORIDE,100 g/100g
19669,ACETYL HEXAPEPTIDE-8,1 g/g
19670,HYALURONIC ACID,1 g/g
19671,BENZOCAINE,20 mg/100g
19672,ZINC CHLORIDE,.1 g/100g
19673,CHLORAMPHENICOL,1000 g/1000g
19674,EMICIZUMAB,30 mg/1
19675,DEXAMETHASONE,.7 mg/1
19676,TALC,4 g/50mL
19677,CEPHAPIRIN SODIUM,1 kg/kg
19678,TRIHEXYPHENIDYL HYDROCHLORIDE,1 kg/kg
19679,HELIUM,99 L/100L
19680,ZINC OXIDE,57.6 kg/100kg
19681,ACECLIDINE HYDROCHLORIDE,1 kg/kg
19682,CYSTEAMINE BITARTRATE,1 kg/kg
19683,NAPHAZOLINE HYDROCHLORIDE,.25 mg/mL
19684,EDARAVONE,1 kg/kg
19685,NUSINERSEN,1 kg/kg
19686,DAPAGLIFLOZIN PROPANEDIOL,25 kg/25kg
19687,EMPAGLIFLOZIN,25 kg/25kg
19688,POLYETHYLENE GLYCOL 3350,1 kg/kg
19689,".BETA.-D-MANNOPYRANOSE 1,3,4,6-TETRA-O-ACETATE 2-O-TRIFLUOROMETHANESULFONATE",1000 mg/1000mg
19690,PSMA-HBED-CC,1 mg/mg
19691,ALUMINUM HYDROXIDE,5 kg/100kg
19692,TITANIUM DIOXIDE,45 kg/100kg
19693,ALISKIREN HEMIFUMARATE,150 mg/1
19694,ETHIODIZED OIL,480 mg/mL
19695,OCTOCRYLENE,6.5 g/100g
19696,STRONTIUM CHLORIDE SR-89,.1 Ci/mL
19697,STRONTIUM CHLORIDE SR-82,5 mg/5mg
19698,ALCOHOL,95 L/100L
19699,GLYCERIN,.0025 mg/mL
19700,NAPHAZOLINE HYDROCHLORIDE,.00012 mg/mL
19701,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,.34 kg/kg
19702,SODIUM IODIDE I-123,2000 mCi/mL
19703,CALCOBUTROL SODIUM,1 kg/kg
19704,TRIMETHOPRIM,25 kg/25kg
19705,THYMOL,225 kg/225kg
19706,ZINC OXIDE,100 kg/100kg
19707,CAPECITABINE,1 g/g
19708,GLYCERIN,1 kg/kg
19709,GLUTATHIONE,1 kg/kg
19710,EPITALON,1 g/g
19711,AFAMELANOTIDE,1 g/g
19712,GROWTH HORMONE RELEASING HEXAPEPTIDE,1 g/g
19713,HYDROXYPROPYL BETADEX,1 g/g
19714,AZTREONAM,75 mg/mL
19715,LINEZOLID,1 g/g
19716,VARDENAFIL HYDROCHLORIDE TRIHYDRATE,1 g/g
19717,IBUTAMOREN MESYLATE,1 g/g
19718,TIMBETASIN ACETATE,1 g/g
19719,UNITHIOL,1 g/g
19720,5-METHYLQUINOLINE,1 g/g
19721,VOSILASARM,1 g/g
19722,UROFOLLITROPIN,1 U/U
19723,SACUBITRIL CALCIUM,1 g/g
19724,CIDOFOVIR,1 g/g
19725,GALPHIMIA GLAUCA FLOWERING TOP,4 [hp_X]/1.2mL
19726,LUFFA OPERCULATA FRUIT,4 [hp_X]/1.2mL
19727,SCHOENOCAULON OFFICINALE SEED,4 [hp_X]/1.2mL
19728,CETIRIZINE HYDROCHLORIDE,1 g/g
19729,TERAZOSIN HYDROCHLORIDE,25 kg/25kg
19730,DRONABINOL,1 kg/kg
19731,ESTRADIOL CYPIONATE,1 kg/kg
19732,PROLINE,20 kg/20kg
19733,BARIUM SULFATE,1 kg/kg
19734,PEMBROLIZUMAB,25 mg/mL
19735,TITANIUM DIOXIDE,.6 kg/kg
19736,PHENOL,1 g/g
19737,POVIDONE K30,1 g/g
19738,BENDAMUSTINE HYDROCHLORIDE MONOHYDRATE,1 kg/kg
19739,GADOBUTROL,1 kg/kg
19740,GADOTERATE MEGLUMINE,50 kg/50kg
19741,BENDAMUSTINE HYDROCHLORIDE MONOHYDRATE,9.999 kg/9.999kg
19742,PENICILLAMINE,9.999 kg/9.999kg
19743,RAMELTEON,1 g/g
19744,HUMAN CHORIONIC GONADOTROPIN,5000000 [iU]/5000000[iU]
19745,MENOTROPINS,2000000 [iU]/2000000[iU]
19746,TESTOSTERONE,.002 g/g
19747,TESTOSTERONE,.004 g/g
19748,DICLOFENAC SODIUM,.025 g/g
19749,LEVOMEFOLATE CALCIUM,1 g/g
19750,CLOPIDOGREL BISULFATE,2 kg/2kg
19751,DILTIAZEM HYDROCHLORIDE,25 kg/25kg
19752,PNEUMOCANDIN B0,1 kg/kg
19753,TITANIUM DIOXIDE,.63 kg/kg
19754,TITANIUM DIOXIDE,.7 kg/kg
19755,ZINC OXIDE,.7 kg/kg
19756,TITANIUM DIOXIDE,.23 kg/kg
19757,ZINC OXIDE,.3 kg/kg
19758,ALCOHOL,1000 L/1000L
19759,ZINC OXIDE,30 kg/50kg
19760,CHLORPHENIRAMINE MALEATE,100 mg/1
19761,LOTEPREDNOL ETABONATE,2.5 mg/mL
19762,CARBOPROST TROMETHAMINE,1 g/g
19763,ZINC OXIDE,.96 kg/kg
19764,CEFEPIME,1 kg/kg
19765,CLASCOTERONE,1 g/g
19766,BUSULFAN,1 g/g
19767,LEVOLEUCOVORIN,1 kg/kg
19768,IPILIMUMAB,1 kg/kg
19769,NITROXINIL,1 kg/kg
19770,TITANIUM DIOXIDE,62.8 mg/mL
19771,TITANIUM DIOXIDE,35.4 mg/mL
19772,TITANIUM DIOXIDE,23.4 mg/mL
19773,ZINC OXIDE,38.4 mg/mL
19774,OCTINOXATE,6.75 g/100mL
19775,OXYBENZONE,5.4 g/100mL
19776,PETROLATUM,31 g/100mL
19777,CHOLECALCIFEROL,2000 [iU]/1
19778,COBALAMIN,6 ug/1
19779,ZINC CITRATE,50 mg/1
19780,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,13.87 g/73g
19781,ISOTRETINOIN,24 mg/1
19782,PHENTERMINE HYDROCHLORIDE,8 mg/1
19783,ALUMINUM CHLORIDE,250 mg/g
19784,CARBON DIOXIDE,995 mL/L
19785,CALENDULA OFFICINALIS FLOWERING TOP,1.5 g/100g
19786,"MENTHOL, UNSPECIFIED FORM",500 mg/1
19787,"MENTHOL, UNSPECIFIED FORM",80 mg/g
19788,POLYSORBATE 80,2 mg/mL
19789,ALUMINUM ZIRCONIUM TRICHLOROHYDREX GLY,17 g/85g
19790,THUJA OCCIDENTALIS LEAFY TWIG,6 [hp_X]/g
19791,TITANIUM DIOXIDE,4.3 mg/30mL
19792,ZINC OXIDE,2.8 mg/30mL
19793,HOMOSALATE,5 mg/mL
19794,OCTOCRYLENE,2 mg/mL
19795,HOMOSALATE,6 mg/mL
19796,OCTISALATE,3 mg/mL
19797,OCTOCRYLENE,2.4 mg/mL
19798,TITANIUM DIOXIDE,6.97 mg/mL
19799,ZINC OXIDE,4.99 mg/mL
19800,OCTINOXATE,4.1 mg/g
19801,OXYBENZONE,1.4 mg/g
19802,AVOBENZONE,.074 g/3.7g
19803,OCTINOXATE,.2775 g/3.7g
19804,OXYBENZONE,.111 g/3.7g
19805,PETROLATUM,1.147 g/3.7g
19806,CARBON DIOXIDE,992 mL/L
19807,IPILIMUMAB,5 mg/mL
19808,SALICYLIC ACID,6 g/92.6mL
19809,ZINC OXIDE,17 g/100g
19810,ELAGOLIX SODIUM,150 mg/1
19811,SALICYLIC ACID,10 mg/g
19812,ALCOHOL,558 mg/mL
19813,CAMPHOR (SYNTHETIC),.623 g/10mL
19814,AVOBENZONE,1.5 g/g
19815,OCTISALATE,2.5 g/g
19816,OCTOCRYLENE,4 g/g
19817,UPADACITINIB,45 mg/1
19818,DIMETHICONE,11.09 mg/g
19819,ZINC OXIDE,110.09 mg/g
19820,PETROLATUM,87.3 mg/g
19821,ZINC OXIDE,8.8 mg/g
19822,LANOLIN,350.8 mg/g
19823,ALUMINUM CHLOROHYDRATE,200 mg/mL
19824,OCTREOTIDE ACETATE,500 ug/mL
19825,IBUPROFEN,200 mg/1201
19826,OXCARBAZEPINE,60 mg/mL
19827,NIVOLUMAB,10 mg/mL
19828,ALCOHOL,72 L/100L
19829,THALLOUS CHLORIDE TL-201,2 mCi/mL
19830,NALOXONE HYDROCHLORIDE,1 mg/1
19831,ALCOHOL,59.86 g/100mL
19832,DIAZOLIDINYL UREA,1 g/100mL
19833,FLUORODOPA F-18,8.33 mCi/mL
19834,DEFERASIROX,500 mg/1
19835,HUMAN CLOSTRIDIUM TETANI TOXOID IMMUNE GLOBULIN,250 [iU]/mL
19836,ALCOHOL,63 g/100mL
19837,AVOBENZONE,16.2 mg/mL
19838,OCTISALATE,40.5 mg/mL
19839,OCTOCRYLENE,14.9 mg/mL
19840,AVOBENZONE,26.04 mg/mL
19841,HOMOSALATE,86.8 mg/mL
19842,OCTISALATE,43.4 mg/mL
19843,OCTOCRYLENE,23.87 mg/mL
19844,OXYBENZONE,34.72 mg/mL
19845,AVOBENZONE,25.11 mg/mL
19846,HOMOSALATE,62.78 mg/mL
19847,OCTISALATE,41.85 mg/mL
19848,OCTOCRYLENE,41.85 mg/mL
19849,AVOBENZONE,25.23 mg/mL
19850,HOMOSALATE,84.1 mg/mL
19851,OCTISALATE,42.05 mg/mL
19852,OCTOCRYLENE,23.13 mg/mL
19853,AVOBENZONE,9.71 mg/mL
19854,OCTOCRYLENE,9.71 mg/mL
19855,AVOBENZONE,25.08 mg/mL
19856,HOMOSALATE,83.6 mg/mL
19857,OCTOCRYLENE,22.99 mg/mL
19858,MINOCYCLINE HYDROCHLORIDE,75 mg/1
19859,MONTELUKAST SODIUM,4 mg/500mg
19860,SOTALOL HYDROCHLORIDE,160 mg/160mg
19861,EVEROLIMUS,3 mg/1
19862,TITANIUM DIOXIDE,.0419 g/g
19863,ZINC OXIDE,.07 g/g
19864,TITANIUM DIOXIDE,.042 g/g
19865,AVOBENZONE,602.4 mg/30mL
19866,HOMOSALATE,1807.2 mg/30mL
19867,OCTISALATE,1506 mg/30mL
19868,OCTOCRYLENE,481.9 mg/30mL
19869,GERANIUM ROBERTIANUM WHOLE,1 [hp_X]/mL
19870,SAGE,1 [hp_X]/mL
19871,MELILOTUS OFFICINALIS TOP,1 [hp_X]/mL
19872,ALOE,8 [hp_X]/mL
19873,CARAWAY OIL,3 [hp_X]/mL
19874,CINCHONA OFFICINALIS BARK,3 [hp_X]/mL
19875,FENNEL SEED,3 [hp_X]/mL
19876,FERULA ASSA-FOETIDA RESIN,3 [hp_X]/mL
19877,PRUNUS SPINOSA FLOWER BUD,3 [hp_X]/mL
19878,NELARABINE,5 mg/mL
19879,TITANIUM DIOXIDE,57.5 mg/g
19880,TITANIUM DIOXIDE,2.44 g/100mL
19881,AVOBENZONE,.02 g/mL
19882,HOMOSALATE,.068 g/mL
19883,OCTISALATE,.034 g/mL
19884,OCTOCRYLENE,.044 g/mL
19885,ZINC OXIDE,.077 g/mL
19886,OLANZAPINE,7.5 mg/1
19887,BRIMONIDINE TARTRATE,2 mg/mg
19888,MENTHOL,14 mg/mL
19889,NEPAFENAC,3 mg/mL
19890,DICYCLOMINE HYDROCHLORIDE,10 mg/mL
19891,LANREOTIDE ACETATE,120 mg/.5mL
19892,".ALPHA.-TOCOPHEROL ACETATE, D-",5 [iU]/mL
19893,CUPRIC SULFATE,1 mg/mL
19894,LEVOMEFOLIC ACID,35 ug/mL
19895,MAGNESIUM OXIDE,10 mg/mL
19896,NIACINAMIDE,.8 mg/mL
19897,RIBOFLAVIN,.6 mg/mL
19898,SODIUM FLUORIDE,.25 mg/mL
19899,VITAMIN A ACETATE,1000 [iU]/mL
19900,".ALPHA.-TOCOPHEROL, DL-",15 [iU]/1
19901,CUPRIC SULFATE,1 mg/1
19902,CYANOCOBALAMIN,4 ug/1
19903,LEVOMEFOLIC ACID,108 ug/1
19904,MAGNESIUM OXIDE,15 mg/1
19905,NIACINAMIDE,5 mg/1
19906,PYRIDOXINE HYDROCHLORIDE,1.5 mg/1
19907,RIBOFLAVIN,1.3 mg/1
19908,THIAMINE HYDROCHLORIDE,1.2 mg/1
19909,VITAMIN A ACETATE,1200 [iU]/1
19910,ONION,1 [hp_X]/1
19911,BROLUCIZUMAB,6 mg/.05mL
19912,ATROPA BELLADONNA,3 [hp_X]/1
19913,DIEFFENBACHIA SEGUINE,3 [hp_X]/1
19914,TISAGENLECLEUCEL,2000000 1/1
19915,DROSERA ROTUNDIFOLIA,1 [hp_X]/1
19916,GRAPHITE,1 [hp_X]/1
19917,INFLUENZA A VIRUS,8 [hp_X]/1
19918,SODIUM SULFATE,1 [hp_X]/1
19919,STRYCHNOS NUX-VOMICA SEED,3 [hp_X]/1
19920,PHOSPHORUS,4 [hp_X]/1
19921,TOBRAMYCIN,3 mg/g
19922,DATURA STRAMONIUM,6 [hp_X]/1
19923,FLURANDRENOLIDE,.5 mg/mL
19924,SARECYCLINE HYDROCHLORIDE,60 mg/1
19925,RETAPAMULIN,10 mg/g
19926,TRIENTINE HYDROCHLORIDE,500 mg/1
19927,HYDROCHLOROTHIAZIDE,15 mg/1
19928,ASCIMINIB HYDROCHLORIDE,40 mg/1
19929,TEMOZOLOMIDE,2.5 mg/mL
19930,INSULIN GLULISINE,100 [iU]/mL
19931,FLUCONAZOLE,10 mg/mL
19932,PROPAFENONE HYDROCHLORIDE,325 mg/1
19933,CYCLOPHOSPHAMIDE,500 mg/25mL
19934,LEVOLEUCOVORIN CALCIUM,250 mg/25mL
19935,TESTOSTERONE,40.5 mg/2.5g
19936,MITOMYCIN,40 mg/80mL
19937,PEMETREXED DISODIUM HEMIPENTAHYDRATE,100 mg/4mL
19938,PEMETREXED DISODIUM HEMIPENTAHYDRATE,1 g/40mL
19939,NEFAZODONE HYDROCHLORIDE,200 mg/1
19940,CLINDAMYCIN PHOSPHATE,1 g/10mL
19941,LILIUM LANCIFOLIUM BULB,6 [hp_X]/30mL
19942,MELATONIN,200 [hp_X]/30mL
19943,SUS SCROFA CORPUS LUTEUM,30 [hp_X]/30mL
19944,SUS SCROFA OVARY,6 [hp_X]/30mL
19945,THYROID,6 [hp_X]/30mL
19946,AMILORIDE,4 [hp_X]/30mL
19947,APIS MELLIFERA,2 [hp_X]/30mL
19948,BERBERIS VULGARIS FRUIT,.3 g/30mL
19949,HIERACIUM PILOSELLA FLOWERING TOP,.3 g/30mL
19950,HYDROCHLOROTHIAZIDE,4 [hp_X]/30mL
19951,SOLIDAGO VIRGAUREA FLOWERING TOP,.3 g/30mL
19952,SPIRONOLACTONE,4 [hp_X]/30mL
19953,CENTELLA ASIATICA,1 [hp_X]/30mL
19954,GOLDENSEAL,1 [hp_X]/30mL
19955,GRAPHITE,30 [hp_X]/30mL
19956,JUGLANS REGIA LEAF,3 [hp_X]/30mL
19957,"MAGNESIUM PHOSPHATE, TRIBASIC, PENTAHYDRATE",6 [hp_X]/30mL
19958,MYOSOTIS ARVENSIS,3 [hp_X]/30mL
19959,PHYTOLACCA AMERICANA ROOT,3 [hp_X]/30mL
19960,SUS SCROFA CAPILLARY TISSUE,6 [hp_X]/30mL
19961,SUS SCROFA SMALL INTESTINE MUCOSA LYMPH FOLLICLE,6 [hp_X]/30mL
19962,SUS SCROFA VEIN,6 [hp_X]/30mL
19963,BRAIN-DERIVED NEUROTROPHIC FACTOR HUMAN,4 [hp_C]/30mL
19964,MECASERMIN,4 [hp_C]/30mL
19965,ALTHAEA OFFICINALIS LEAF,1 [hp_X]/150mL
19966,ANTIMONY POTASSIUM TARTRATE,8 [hp_X]/150mL
19967,BRYONIA ALBA ROOT,6 [hp_X]/150mL
19968,CETRARIA ISLANDICA SUBSP. ISLANDICA,4 [hp_X]/150mL
19969,COCHINEAL,6 [hp_X]/150mL
19970,COPPER,8 [hp_X]/150mL
19971,DROSERA ROTUNDIFOLIA,1 [hp_X]/150mL
19972,ECHINACEA ANGUSTIFOLIA,1 [hp_X]/150mL
19973,LOBARIA PULMONARIA,4 [hp_X]/150mL
19974,PLANTAGO MAJOR,1 [hp_X]/150mL
19975,THYME,1 [hp_X]/150mL
19976,CALCIUM SULFIDE,10 [hp_X]/4g
19977,CENTELLA ASIATICA,4 [hp_X]/4g
19978,ECHINACEA ANGUSTIFOLIA WHOLE,2 [hp_X]/4g
19979,ECHINACEA PURPUREA,2 [hp_X]/4g
19980,PHYTOLACCA AMERICANA ROOT,4 [hp_X]/4g
19981,SULFUR,10 [hp_X]/4g
19982,THUJA OCCIDENTALIS LEAFY TWIG,6 [hp_X]/4g
19983,VINCETOXICUM HIRUNDINARIA ROOT,6 [hp_X]/4g
19984,IOBENGUANE I-123,2 mCi/mL
19985,LIGHT GREEN SF YELLOWISH,1.5 mg/1.5mg
19986,ALLYLTHIOUREA,6 [hp_X]/mL
19987,CALCIUM SULFIDE,13 [hp_X]/mL
19988,SALICYLIC ACID,6 [hp_X]/mL
19989,SILICON DIOXIDE,13 [hp_X]/mL
19990,ASPIDOSPERMA QUEBRACHO-BLANCO BARK,6 [hp_C]/1
19991,DERMATOPHAGOIDES PTERONYSSINUS,6 [hp_C]/1
19992,HISTAMINE DIHYDROCHLORIDE,6 [hp_C]/1
19993,SULFUR,6 [hp_C]/1
19994,PHYSOSTIGMA VENENOSUM SEED,12 [hp_X]/mL
19995,SEPIA OFFICINALIS JUICE,7 [hp_X]/mL
19996,PHYSOSTIGMA VENENOSUM SEED,9 [hp_X]/mL
19997,LOESELIA MEXICANA WHOLE,6 [hp_X]/g
19998,PULSATILLA VULGARIS,6 [hp_X]/g
19999,CALCIUM SULFATE ANHYDROUS,9 [hp_X]/mL
20000,EPINEPHRINE,7 [hp_X]/mL
20001,GRAPHITE,11 [hp_X]/mL
20002,SILVER,11 [hp_X]/mL
20003,PHYSOSTIGMA VENENOSUM SEED,13 [hp_X]/mL
20004,ALFENTANIL HYDROCHLORIDE,500 ug/mL
20005,NEISSERIA MENINGITIDIS GROUP B RECOMBINANT LP2086 A05 PROTEIN VARIANT ANTIGEN,60 ug/.5mL
20006,NEISSERIA MENINGITIDIS GROUP B RECOMBINANT LP2086 B01 PROTEIN VARIANT ANTIGEN,60 ug/.5mL
20007,CALCITRIOL,2 ug/mL
20008,ALCOHOL,548 mg/mL
20009,CILOSTAZOL,50 mg/1
20010,"MAGNESIUM SULFATE, UNSPECIFIED FORM",100 g/100g
20011,NITROUS OXIDE,995 mL/L
20012,DERMATOPHAGOIDES PTERONYSSINUS,30000 [AU]/mL
20013,DACTYLIS GLOMERATA POLLEN,100000 [BAU]/mL
20014,AGROSTIS GIGANTEA POLLEN,14285.714 [BAU]/mL
20015,ANTHOXANTHUM ODORATUM POLLEN,14285.714 [BAU]/mL
20016,DACTYLIS GLOMERATA POLLEN,14285.714 [BAU]/mL
20017,FESTUCA PRATENSIS POLLEN,14285.714 [BAU]/mL
20018,LOLIUM PERENNE POLLEN,14285.714 [BAU]/mL
20019,PHLEUM PRATENSE POLLEN,14285.714 [BAU]/mL
20020,POA PRATENSIS POLLEN,14285.714 [BAU]/mL
20021,ANTHOXANTHUM ODORATUM POLLEN,3333.333 [BAU]/mL
20022,DACTYLIS GLOMERATA POLLEN,3333.333 [BAU]/mL
20023,PHLEUM PRATENSE POLLEN,3333.333 [BAU]/mL
20024,EQUUS CABALLUS SKIN,.05 g/mL
20025,GALLUS GALLUS FEATHER,.001 g/mL
20026,PASPALUM NOTATUM POLLEN,.001 g/mL
20027,PHALARIS ARUNDINACEA POLLEN,.001 g/mL
20028,LEYMUS CONDENSATUS POLLEN,1000 [PNU]/mL
20029,BROMUS INERMIS POLLEN,.05 g/mL
20030,PHALARIS ARUNDINACEA POLLEN,.05 g/mL
20031,BACCHARIS HALIMIFOLIA POLLEN,10000 [PNU]/mL
20032,BACCHARIS SAROTHROIDES WHOLE,10000 [PNU]/mL
20033,AMARANTHUS HYBRIDUS POLLEN,.001 g/mL
20034,RUMEX CRISPUS POLLEN,40000 [PNU]/mL
20035,EUPATORIUM CAPILLIFOLIUM POLLEN,10000 [PNU]/mL
20036,EUPATORIUM CAPILLIFOLIUM POLLEN,.001 g/mL
20037,SOLIDAGO CANADENSIS POLLEN,.1 g/mL
20038,SOLIDAGO CANADENSIS POLLEN,20000 [PNU]/mL
20039,CYCLACHAENA XANTHIFOLIA POLLEN,.001 g/mL
20040,IVA ANNUA POLLEN,.001 g/mL
20041,AMBROSIA DELTOIDEA POLLEN,.1 g/mL
20042,AMBROSIA DELTOIDEA POLLEN,.001 g/mL
20043,FRAXINUS LATIFOLIA POLLEN,.001 g/mL
20044,FAGUS GRANDIFOLIA POLLEN,.001 g/mL
20045,BETULA POPULIFOLIA POLLEN,20000 [PNU]/mL
20046,ACER NEGUNDO POLLEN,.001 g/mL
20047,POPULUS FREMONTII POLLEN,20000 [PNU]/mL
20048,ULMUS AMERICANA POLLEN,.001 g/mL
20049,HELIANTHUS ANNUUS POLLEN,1000 [PNU]/mL
20050,BETA VULGARIS POLLEN,10000 [PNU]/mL
20051,BETA VULGARIS POLLEN,.02 g/mL
20052,ACACIA,.001 g/mL
20053,TRAGACANTH,.001 g/mL
20054,COTTON SEED,.001 g/mL
20055,COTTON SEED,.05 g/mL
20056,AVENA SATIVA POLLEN,.1 g/mL
20057,AVENA SATIVA POLLEN,40000 [PNU]/mL
20058,ALTERNARIA ALTERNATA,20000 [PNU]/mL
20059,ASPERGILLUS FUMIGATUS,.002 g/mL
20060,COCHLIOBOLUS SATIVUS,20000 [PNU]/mL
20061,CANDIDA ALBICANS,20000 [PNU]/mL
20062,CEPHALEXIN,125 mg/5mL
20063,CLADOSPORIUM HERBARUM,.001 g/mL
20064,EPIDERMOPHYTON FLOCCOSUM,1000 [PNU]/mL
20065,ATRIPLEX CANESCENS POLLEN,40000 [PNU]/mL
20066,ATRIPLEX LENTIFORMIS POLLEN,40000 [PNU]/mL
20067,ATRIPLEX WRIGHTII POLLEN,20000 [PNU]/mL
20068,CARYA ALBA POLLEN,.001 g/mL
20069,JUNIPERUS OSTEOSPERMA POLLEN,.05 g/mL
20070,ACER RUBRUM POLLEN,.001 g/mL
20071,ACER SACCHARINUM POLLEN,.001 g/mL
20072,MELALEUCA QUINQUENERVIA POLLEN,.1 g/mL
20073,PAECILOMYCES VARIOTII,1000 [PNU]/mL
20074,RHIZOPUS ARRHIZUS,.1 g/mL
20075,TRICHOTHECIUM ROSEUM,.001 g/mL
20076,TRICHODERMA HARZIANUM,20000 [PNU]/mL
20077,OLEA EUROPAEA POLLEN,.001 g/mL
20078,ELAEAGNUS ANGUSTIFOLIA POLLEN,.001 g/mL
20079,CITRUS SINENSIS POLLEN,40000 [PNU]/mL
20080,SCHINUS MOLLE POLLEN,.0005 g/mL
20081,SCHINUS TEREBINTHIFOLIA POLLEN,.0005 g/mL
20082,PINUS TAEDA POLLEN,.001 g/mL
20083,PINUS PONDEROSA POLLEN,.001 g/mL
20084,JUGLANS CALIFORNICA POLLEN,40000 [PNU]/mL
20085,JUGLANS REGIA POLLEN,.001 g/mL
20086,POPULUS TREMULOIDES POLLEN,20000 [PNU]/mL
20087,ACER NEGUNDO POLLEN,.1 g/mL
20088,CARYA OVATA POLLEN,10000 [PNU]/mL
20089,CARYA LACINIOSA POLLEN,40000 [PNU]/mL
20090,PROSOPIS VELUTINA SEED,.1 g/mL
20091,MORUS ALBA POLLEN,20000 [PNU]/mL
20092,QUERCUS KELLOGGII POLLEN,.1 g/mL
20093,ELAEAGNUS ANGUSTIFOLIA POLLEN,40000 [PNU]/mL
20094,SYAGRUS ROMANZOFFIANA POLLEN,.05 g/mL
20095,PINUS PALUSTRIS POLLEN,20000 [PNU]/mL
20096,JUGLANS CALIFORNICA POLLEN,.1 g/mL
20097,SALIX LASIOLEPIS POLLEN,40000 [PNU]/mL
20098,CLOZAPINE,150 mg/1
20099,AMARANTHUS TUBERCULATUS POLLEN,.05 g/mL
20100,ACACIA DEALBATA POLLEN,.025 g/mL
20101,ALNUS RUBRA POLLEN,.05 g/mL
20102,BETULA NIGRA POLLEN,.05 g/mL
20103,BETULA POPULIFOLIA POLLEN,.05 g/mL
20104,CORYLUS AMERICANA POLLEN,.05 g/mL
20105,JUNIPERUS PINCHOTII POLLEN,.05 g/mL
20106,QUERCUS LOBATA POLLEN,.05 g/mL
20107,OLANZAPINE,6 mg/1
20108,PINUS PALUSTRIS POLLEN,.05 g/mL
20109,SALIX LASIOLEPIS POLLEN,.025 g/mL
20110,CITRUS SINENSIS POLLEN,.05 g/mL
20111,CLADOSPORIUM HERBARUM,.025 g/mL
20112,CLADOSPORIUM SPHAEROSPERMUM,.05 g/mL
20113,EPIDERMOPHYTON FLOCCOSUM,.05 g/mL
20114,MICROSPORUM CANIS,.05 g/mL
20115,KIDNEY BEAN,.05 g/mL
20116,STRING BEAN,.05 g/mL
20117,CARROT,.025 g/mL
20118,BARLEY,.05 g/mL
20119,FIELD MUSHROOM,.025 g/mL
20120,ONION,.05 g/mL
20121,TOMATO,.025 g/mL
20122,WATERMELON,.05 g/mL
20123,ATLANTIC MACKEREL,.05 g/mL
20124,EASTERN OYSTER,.05 g/mL
20125,RAINBOW TROUT,.05 g/mL
20126,AMARANTHUS RETROFLEXUS POLLEN,.0003 g/mL
20127,CHENOPODIUM ALBUM POLLEN,.0003 g/mL
20128,XANTHIUM STRUMARIUM POLLEN,.0003 g/mL
20129,AMARANTHUS RETROFLEXUS POLLEN,.0002 g/mL
20130,CHENOPODIUM ALBUM POLLEN,.0002 g/mL
20131,PLANTAGO LANCEOLATA POLLEN,.0002 g/mL
20132,SALSOLA KALI POLLEN,.0002 g/mL
20133,XANTHIUM STRUMARIUM POLLEN,.0002 g/mL
20134,AMARANTHUS RETROFLEXUS POLLEN,8000 [PNU]/mL
20135,CHENOPODIUM ALBUM POLLEN,8000 [PNU]/mL
20136,PLANTAGO LANCEOLATA POLLEN,8000 [PNU]/mL
